,Label,Synonym,Id,PMID,DefiningCitation,SuperCategory,Species/taxa,Definition,DefiningCriteria,Has role,FBbt Id,Abbrev,FBBT Link,Fasciculates with,CellSomaShape,CellSomaSize,Located in,SpineDensityOnDendrites,DendriteLocation,BranchingMetrics,AxonMyelination,AxonProjectionLaterality,LocationOfAxonArborization,LocationOfLocalAxonArborization,OriginOfAxon,Neurotransmitter/NeurotransmitterReceptors,MolecularConstituents,Curator_Notes,Phenotypes: ilx:has_location_phenotype,Notes
:Category:Retina horizontal cell,Retina horizontal cell,horizontal cell (retina),nifext_40,,,Neuron,:Category:Vertebrata,"Cell in the external nuclear layer whose processes receive connections from the photoreceptors and make connections with photoreceptors and bipolar terminals in the external plexiform layer.  In the cat, one type of horizontal cell has only dendrites; another type has a dendritic arborization and a long axon and large axonal arborization, each of which  has independent inputs and outputs.",,:Category:Intrinsic neuron role,,HC,,,Category:Multipolar ,Medium soma,:Category:Retina external plexiform layer,:Category:Smooth,,multipolar,,,,,,,,"Category:Retina external plexiform layer, page DNE","ilx:has_location_phenotype UBERON:0000966 , ilx:has_layer_location_phenotype UBERON:0001790 , ilx:has_morphological_phenotype horizontal , ilx:has_circuit_role_phenotype intrinsic","horizontal refers to orientation not morphology, but that is the current placeholder"
:Category:Retina interplexiform cell,Retina interplexiform cell,Interplexiform amacrine cell,nifext_38,,,Retina amacrine cell,:Category:Vertebrata,,,,,,,,,,,,,,,,,,,,,,"ilx:has_location_phenotype UBERON:0000966 , ilx:has_classification_phenotype interplexiform",
:Category:Retina medium complex ganglion cell,Retina medium complex ganglion cell,"Medium complex ganglion cell,Retina ganglion cell medium complex",nifext_19,,,Retina ganglion cell,:Category:Vertebrata,,,,,,,,,,:Category:Retina,,,,,,,,,,,,"ilx:has_location_phenotype UBERON:0000966 , ilx:has_layer_location_phenotype UBERON:0001792 , ilx:has_morphological_phenotype medium , ilx:has_experimental_phenotype complex",
:Category:Retina medium simple ganglion cell,Retina medium simple ganglion cell,"Medium simple ganglion cell,Retina ganglion cell medium simple",nifext_20,,,Retina ganglion cell,:Category:Vertebrata,,,,,,,,,,:Category:Retina,,,,,,,,,,,,"ilx:has_location_phenotype UBERON:0000966 , ilx:has_layer_location_phenotype UBERON:0001792 , ilx:has_morphological_phenotype medium , ilx:has_experimental_phenotype simple",
:Category:Retina midget bipolar cell,Retina midget bipolar cell,"Midget cell,Retina bipolar cell midget",nifext_34,,,Retina bipolar cell,:Category:Mammal,Small cell with short bipolar processes that transmit from cone photoreceptors to midget ganglion cells.,,:Category:Intrinsic neuron role,,,,,Category:Spherical ,Small soma,:Category:Retina inner nuclear layer,:Category:Smooth,:Category:Retina outer plexiform layer,unipolar,unmyelinated,ipsilateral,:Category:NA,:Category:Retina inner plexiform layer,soma,,,,"ilx:has_location_phenotype UBERON:0000966 , ilx:has_layer_location_phenotype UBERON:0001791 , ilx:has_circuit_role_phenotype intrinsic , ilx:has_morphological phenotype midget , ilx:has_morphological_phenotype bipolar",
:Category:Retina narrow-field bistratified amacrine cell,Retina narrow-field bistratified amacrine cell,narrow-field bistratified amacrine cell,BAMSC1070,6158054,Perry and Walker 1980,Retina bistratified amacrine cell,:Category:Mammal,"The third type of cell in the wide to field unistratified class of amacrine cell has a distinct dendritic pattern. The mean soma size, 11.4 micrometers, is larger than the other two types range (10.0 to 13.0 micrometers; N = 10). Usually three but sometimes two large dendrites arise from the cell in the same layer as the soma. After a short distance a very fine branch comes off each of the larger branches, again in the same plane as the cell soma.",,,,,,,,,":Category:Retina,:Category:Inner nuclear layer",,,,,,,,,,,,"ilx:has_location_phenotype UBERON:0000966 , ilx:has_layer_location_phenotype UBERON:0001791 , ilx:has_experimental_phenotype narrow-field , ilx:has_morphological phenotype bistratified , ilx:has_morphological_phenotype amacrine",look into “narrow-field” further
:Category:Retina parasol bipolar cell,Retina parasol bipolar cell,"Parasol cell,Retina bipolar cell parasol",nifext_35,,,Retina bipolar cell,:Category:Mammal,,,,,,,,,,,,,,,,,,,,,,"ilx:has_location_phenotype UBERON:0000966 , ilx:has_morphological_phenotype bipolar , ilx:has_morphological_phenotype parasol",
:Category:Retina photoreceptor L cone cell,Retina photoreceptor L cone cell,Retina photoreceptor cone L,nlx_cell_100210,,,Retina photoreceptor cone cell,:Category:Mammal,"Photoreceptor with peak spectral sensitivity at 570 nanometers, i.e. relatively long wavelengths (""L"") mediating blue color, compared with green (M for medium) and blue (S for short) cones.",,:Category:Intrinsic neuron role,,,,,Category:Spherical ,Small soma,:Category:Retina outer nuclear layer,:Category:Smooth,:Category:Retinal outer segment layer,unipolar,unmyelinated,ipsilateral,:Category:NA,:Category:Retina outer plexiform layer,soma,,,"Category:Retinal outer segment layer, page DNE","ilx:has_location_phenotype UBERON:0000966 , ilx:has_layer_location_phenotype UBERON:0001789 , ilx:has_circuit_role_phenotype intrinsic , ilx:has_circuit_role_phenotype photoreceptor , ilx:has_morphological_phenotype cone , ilx:has_experimental_phenotype L",
:Category:Retina photoreceptor M cone cell,Retina photoreceptor M cone cell,"M-cone cell,Retina photoreceptor cone M",nifext_27,,,Retina photoreceptor cone cell,:Category:Mammal,"Photoreceptor with peak spectral sensitivity at 550 nanometers, i.e. relatively medium wavelengths (""M"") mediating green color, compared with blue (S for short) and red (L for long) cones.",,:Category:Intrinsic neuron role,,,,,Category:Spherical ,Small soma,:Category:Retina outer nuclear layer,:Category:Smooth,:Category:Retina outer segment layer,unipolar,unmyelinated,ipsilateral,:Category:NA,:Category:Outer plexiform layer,soma,,,"Category:Retinal outer segment layer, page DNE","ilx:has_location_phenotype UBERON:0000966 , ilx:has_layer_location_phenotype UBERON:0001789 , ilx:has_circuit_role_phenotype intrinsic , ilx:has_circuit_role_phenotype photoreceptor , ilx:has_morphological_phenotype cone , ilx:has_experimental_phenotype M",
:Category:Retina photoreceptor S cone cell,Retina photoreceptor S cone cell,Retina photoreceptor cone S,nlx_cell_100211,,,Retina photoreceptor cone cell,:Category:Vertebrata,"Photoreceptor with peak spectral sensitivity at 420 nanometers, i.e. relatively short wavelengths (""S"") mediating blue color, compared with green (M for medium) and L (for red) cones.",,:Category:Intrinsic neuron role,,,,,Category:Spherical ,Small soma,:Category:Retina photoreceptor layer,:Category:Smooth,:Category:Retina photoreceptor outer segment layer,unipolar,unmyelinated,ipsilateral,:Category:Retina outer plexiform layer,:Category:NA,soma,,:Category:Retina photoreceptor cone S rhodopsin,"Category:Retina photoreceptor outer segment layer, page DNE","ilx:has_location_phenotype UBERON:0000966 , ilx:has_layer_location_phenotype UBERON:0001787 , ilx:has_circuit_role_phenotype intrinsic , ilx:has_circuit_role_phenotype photoreceptor , ilx:has_morphological_phenotype cone, ilx:has_experimental_phenotype S",
:Category:Retina photoreceptor cone cell,Retina photoreceptor cone cell,"Cone cell,cone,retinal cone",sao1103104164,,,Neuron,:Category:Vertebrata,"One of the two photoreceptor cell types in the vertebrate retina. In cones the photopigment is in invaginations of the cell membrane of the outer segment. Cones are less sensitive to light than rods, but they provide vision with higher spatial and temporal acuity, and the combination of signals from cones with different pigments allows color vision. (MSH)",,:Category:Intrinsic neuron role,,,,,Category:Spherical ,Small soma,:Category:Retina outer nuclear layer,:Category:Smooth,:Category:Retina outer segment layer,unipolar,unmyelinated,ipsilateral,:Category:Retina outer plexiform layer,:Category:NA,soma,,,"Category:Retinal outer segment layer, page DNE","ilx:has_location_phenotype UBERON:0000966 , ilx:has_layer_location_phenotype UBERON:0001789 , ilx:has_circuit_role_phenotype intrinsic , ilx:has_circuit_role_phenotype photoreceptor , ilx:has_morphological_phenotype cone",
:Category:Retina photoreceptor rod cell,Retina photoreceptor rod cell,"rod cell,rod,retinal rod photoreceptor",nlx_cell_100212,,,Neuron,:Category:Vertebrata,"One of the two photoreceptor cell types of the vertebrate retina. Primarily used in night vision.  Rods significantly outnumber cones.  The photopigment is in stacks of membranous disks separate from the outer cell membrane. Rods are more sensitive to light than cones, but rod mediated vision has less spatial and temporal resolution than cone vision.",,:Category:Intrinsic neuron role,,,,,Category:Spherical ,Small soma,:Category:Retina outer nuclear layer,:Category:Smooth,:Category:Retina outer segment layer,unipolar,unmyelinated,ipsilateral,:Category:Retina outer plexiform layer,:Category:NA,soma,,,"Category:Retinal outer segment layer, page DNE","ilx:has_location_phenotype UBERON:0000966 , ilx:has_layer_location_phenotype UBERON:0001789 , ilx:has_circuit_role_phenotype intrinsic , ilx:has_circuit_role_phenotype photoreceptor , ilx:has_morphological_phenotype rod",
:Category:Retina small complex ganglion cell,Retina small complex ganglion cell,"Small complex ganglion cell,Retina ganglion cell small complex",nifext_21,,,Retina ganglion cell,:Category:Vertebrata,,,,,,,,,,:Category:Retina,,,,,,,,,,,,"ilx:has_location_phenotype UBERON:0000966 , ilx:has_layer_location_phenotype UBERON:0001792 , ilx:has_morphological_phenotype small",
:Category:Retina small simple ganglion cell,Retina small simple ganglion cell,"Small simple ganglion cell,Retina ganglion cell small simple",nifext_22,,,Retina ganglion cell,:Category:Vertebrata,,,,,,,,,,:Category:Retina,,,,,,,,,,,,"ilx:has_location_phenotype UBERON:0000966 , ilx:has_layer_location_phenotype UBERON:0001792 , ilx:has_morphological_phenotype small",
:Category:Retina starburst amacrine cell,Retina starburst amacrine cell,"Starburst amacrine cell,Retina amacrine cell starburst",nifext_37,,,Retina amacrine cell,:Category:Vertebrata,,,,,,,,,,,,,,,,,,,,,,"ilx:has_location_phenotype UBERON:0000966 , ilx:has_morphological_phenotype amacrine , ilx:has_morphological_phenotype starburst",
:Category:Retina stratified amacrine cell,Retina stratified amacrine cell,,BAMSC1013,6158054,Perry,Retina amacrine cell,:Category:Vertebrata,Stratified amacrine cells have their dendrites confined to one or several places within the inner plexiform layer.,,,,,,,,,,,,,,,,,,,,,"ilx:has_location_phenotype UBERON:0000966 , ilx:has_morphological_phenotype amacrine , ilx:has_morphological_phenotype stratified",
:Category:Retina stratified diffuse amacrine cell,Retina stratified diffuse amacrine cell,stratified diffuse amacrine cell,BAMSC1056,6158054,Perry and Walker 1980,Retina amacrine cell,:Category:Mammal,"Stratified diffuse amacrine cells have their dendrites lying in more than one plane but not extending the full of the inner plexiform layer. In the rat retina the arrangement of the dendirtes is visualized more readily in vertical sections than in whole mounts, and the dendritic filed is found to terminate in either the inner or the outer half of the inner plexiform layer, although the latter is more common. The cells have a mean soma size of 8.9 micrometers (range 7.5 to 10.5 micrometers; N = 15). Usually a single process leaves the cell soma and passes into the inner plexiform layer before a tight field of short branches is formed (see figure 8, plate 2, and figure 17); the mean dendritic size is 30 micrometers (range 20 to 46 micrometers; N = 15).",,,,,,,,,":Category:Retina,:Category:Inner nuclear layer",,,,,,,,,,,,"ilx:has_location_phenotype UBERON:0000966 , ilx:has_layer_location_phenotype UBERON:0001791 , ilx:has_morphological_phenotype amacrine , ilx:has_morphological_phenotype stratified , ilx:has_morphological_phenotype diffuse",
:Category:Retina thick dendrite horizontal cell,Retina thick dendrite horizontal cell,H cell,nlx_152141,,,Neuron,:Category:Mammal,"One of two types of horizontal cell, it has thick dendrites and apparently no axon.  It connects to other horizontal cells and to cone terminals.  These cells are extensively interconnected by gap junctions (electrical synapses) as well as to cone terminals.  They have wide receptive fields.",,:Category:Intrinsic neuron role,,,,,Category:Multipolar ,Small soma,:Category:Retina outer nuclear layer,:Category:Smooth,:Category:Retina outer plexiform layer,multipolar,,ipsilateral,:Category:No axon,:Category:No axon,no axon,,,,"ilx:has_location_phenotype UBERON:0000966 , ilx:has_layer_location_phenotype UBERON:0001789 , ilx:has_morphological_phenotype thick dendrite , ilx:has_morphological_phenotype horizontal , ilx:has_circuit_role_phenotype intrinsic","horizontal refers to orientation not morphology, but that is the current placeholder"
:Category:Retina thin dendrite horizontal cell,Retina thin dendrite horizontal cell,,nlx_152142,,,Neuron,:Category:Mammal,"One of two types of horizontal cell, with thin dendrites and a long very thin axon ending in a profuse arborization.  There is classical evidence that the dendrite connects to cones and axon arborization connects to rods, and that the axon does not support an action potential but serves to separate the two arborizations.  However, this issue is under investigation.  This cell type has a narrow receptive field and connects weakly to other horizontal cells.",,:Category:Intrinsic neuron role,,,,,Category:Multipolar ,Small soma,:Category:Retinal inner nuclear layer,:Category:Smooth,:Category:Retinal outer plexiform layer,multipolar,unmyelinated,ipsilateral,:Category:NA,:Category:Retinal outer plexiform layer,soma and sometimes dendrite,,,"Typo on ""Retina"", was entered correctly in ontology,","ilx:has_location_phenotype UBERON:0000966 , ilx:has_layer_location_phenotype UBERON:0001791 , ilx:has_morphological_phenotype thin dendrite , ilx:has_morphological_phenotype horizontal , ilx:has_circuit_role_phenotype intrinsic","horizontal refers to orientation not morphology, but that is the current placeholder"
:Category:Retina type 2 cone bipolar cell,Retina type 2 cone bipolar cell,type 2 cone bipolar cell,BAMSC1016,8550893,"Euler T, Wassle H, 1995",Retina bipolar cell,:Category:Vertebrata,"Type 2 and type 3 CBs have similar (with type 1 CB) dendritic tree shapes but show diffuse stratification at different levels of the outer half of the IPL, that is in strata 1 to 2 and 2, respectively. ... the axon terminal system of type 2 looks a bit disordered.",,,,,,,,,:Category:Retina inner nuclear layer,,,,,,,,,,,,"ilx:has_location_phenotype UBERON:0000966 , ilx:has_layer_location_phenotype UBERON:0001791 , ilx:has_morphological_phenotype bipolar , ilx:has_morphological_phenotype cone , ilx:has_classification_phenotype type 2",
:Category:Retina type 3 cone bipolar cell,Retina type 3 cone bipolar cell,type 3 cone bipolar cell,BAMSC1017,8550893,"Euler T, Wassle H, 1995",Retina bipolar cell,:Category:Vertebrata,"Type 2 and type 3 CBs have similar (with type 1 CB) dendritic tree shapes but show diffuse stratification at different levels of the outer half of the IPL, that is in strata 1 to 2 and 2, respectively. ...the axon terminal of type 3 shows a  and quot;well to arranged and quot; treelike branching pattern.",,,,,,,,,:Category:Retina inner nuclear layer,,,,,,,,,,,,"ilx:has_location_phenotype UBERON:0000966 , ilx:has_layer_location_phenotype UBERON:0001791 , ilx:has_morphological_phenotype bipolar , ilx:has_morphological_phenotype cone , ilx:has_classification_phenotype type 3",
:Category:Retina type 4 cone bipolar cell,Retina type 4 cone bipolar cell,type 4 cone bipolar cell,BAMSC1018,8550893,"Euler T, Wassle H, 1995",Retina bipolar cell,:Category:Vertebrata,"Type 4 (n = 4, Fig. 1E) is a diffuse CB stratifying in both strata 1 and 2.",,,,,,,,,":Category:Retina,:Category:Inner nuclear layer",,,,,,,,,,,,"ilx:has_location_phenotype UBERON:0000966 , ilx:has_layer_location_phenotype UBERON:0001791 , ilx:has_morphological_phenotype bipolar , ilx:has_morphological_phenotype cone , ilx:has_classification_phenotype type 4",
