,Label,Synonym,Id,PMID,DefiningCitation,SuperCategory,Species,Definition,DefiningCriteria,Has role,FBbt Id,Abbrev,FBBT Link
:Category:Submedial nucleus,Submedial nucleus,"submedial nucleus thalamus,submedial nucleus of thalamus,nucleus submedius thalami,gelatinosus thalamic nucleus,submedial thalamic nucleus",birnlex_946,,,Regional part of brain,,"Thalamic nucleus separated from the ventromedial part of the mediodorsal nucleus of the thalamus by the internal medullary lamina (Paxinos The rat nervous system 2nd ed, Academic Press, 1995).",,,,"SM, Sub",
:Category:Substantia gelatinosa,Substantia gelatinosa,Rexed lamina II,nlx_259,,,Regional part of brain,:Category:Mammal,Gray matter region of spinal cord gray matter that caps the posterior horn at all spinal levels.,"cyto-architecture, myelo-architecture",,,,
:Category:Substantia innominata,Substantia innominata,,birnlex_915,,,Regional part of brain,,A predominantly gray matter structure of the basal telencephalon defined on the basis of Nissl stain. Caudal to the anterior commissure it lies deep to the globus pallidus and dorsal to the amygdala. Rostral to the anterior commissure it lies deep to the striatum. The more rostral portion contains the basal forebrain nucleus ( Anthoney-1994 ). In the late twentieth century the region containing the substantia innominata was resegmented on the basis of neurochemistry and connectivity to constitute the striatopallidal system ( Heimer-1995 ). In this scheme the caudal portion of substantia innominata is located largely in the ventral pallidum and the rostral portion in the ventral striatum. (from Brain Info),,,,SI,
:Category:Substantia nigra,Substantia nigra,,birnlex_789,,,Regional part of brain,:Category:Mammal,"Predominantly gray matter midbrain structure lying dorsal to the crus cerebri and ventral to the midbrain tegmentum.  It is divided into a dorsal, cellularly compact region known as the pars compacta and a more ventrally located, containing more loosely packed cells, the pars reticulata.  The most lateral region of the reticulata is identified as the pars lateralis (MM).",,,,SN,
:Category:Substantia nigra pars compacta,Substantia nigra pars compacta,"pars compacta,Substantia nigra compact part,Substantia nigra compacta",birnlex_990,,,Regional part of brain,:Category:Mammal,"Regional part of substantia nigra consisting of a densely packed region of cells, more or less dorsal to the pars reticulata, but extending into the pars reticulata in some species.  The dominant neurotransmitter used by pars compacta neurons is dopamine.  Pars compacta neurons are pigmented in many species (MM).",,,,"SNC, SNpc",
:Category:Substantia nigra pars lateralis,Substantia nigra pars lateralis,pars lateralis,birnlex_866,,,Regional part of brain,,"Part of the pars reticulata of substantia nigra. It is the lateral, 'most fibrous' part (Poirier-83), which is regarded to be the phylogenetically oldest part of the substantia nigra and the only part found in nonmammalian vertebrates (Crosby-62) (Adapted from Brain Info: http://braininfo.rprc.washington.edu/centraldirectory.aspx?ID=2159)",,,,SNL,
:Category:Substantia nigra pars reticulata,Substantia nigra pars reticulata,"pars reticulata,Substantia nigra reticulata",birnlex_968,,,Regional part of brain,,"Regional part of substantia nigra consisting of loosely packed cells, generally located ventral and lateral to the pars compacta.  Many cells in this region use GABA as a neurotransmitter (MM).",,,,SNR,
:Category:Subthalamic nucleus,Subthalamic nucleus,Body of Luys,nlx_anat_1010002,,,Nucleus of CNS,:Category:Mammal,Lens shaped nucleus lying in the subthalamus,,:Category:Encode decision conflicts during action selections,,"STh, STN",
:Category:Subthalamus,Subthalamus,"thalamus ventralis,ventral thalamus,subthalamic region",birnlex_708,,,Regional part of brain,,,,,,SbTh,
:Category:Subventricular Zone,Subventricular Zone,subependymal zone,nlx_144262,14973487,,Regional part of brain,,"The subventricular zone (SVZ) is one of two sources of adult-born neurons in the mammalian brain, the other being the subgranular zone (SGZ) of the hippocampus. In most adult mammals, the SVZ is a three-layered sheath that lies along the lateral wall of the lateral ventricle and consists of type A, B, and C cells. Type A rest along the ventricle wall and are neuronal precursor cells, Type B are adjacent astrocytes, and Type C are immature precursors to the Type A neuroblasts. The neuronal precursor cells travel along the rostral migratory stream ensheathed in a tube of Type B astrocytes, until they reach the olfactory bulb. There they integrate into the existing cellular network and mature into local interneurons. While the majority become adult-born granule cells, a subset become periglomerular cells.Interestingly, the human SVZ differs from other mammals' in several ways. It consists of four layers rather than three: ependymal cells (layer I), a hypo cellular gap (layer II), a ribbon of astrocytes (layer III), and a transitional zone (layer IV). The astrocytes are capable of differentiating into many kinds of tissue including new neurons. However, there is no evidence that the proliferating neurons travel along the rostral migratory stream in a chain to populate the olfactory bulb with new interneurons, as is the case for other mammals.",,:Category:Adult neurogenesis,,SVZ,
:Category:Superficial feature part of occipital lobe,Superficial feature part of occipital lobe,,birnlex_4024,,,Regional part of brain,,,,,,,
:Category:Superficial feature part of pons,Superficial feature part of pons,,birnlex_1268,,,Regional part of brain,,,,,,,
:Category:Superficial feature part of the cerebellum,Superficial feature part of the cerebellum,,nlx_anat_20081250,,,Regional part of cerebellum,,,,,,,
:Category:Superior central nucleus,Superior central nucleus,nucleus centralis superior,birnlex_889,,,Regional part of brain,":Category:Rat,:Category:Monkey",A large cell serotonergic raphe nucleus in the upper pons and lower mesencephalon that is part of the reticular formation,,,,,
:Category:Superior cerebellar peduncle,Superior cerebellar peduncle,brachium conjunctivum,birnlex_1711,,,Regional part of brain,:Category:Mammal,"A composite structure of the brain stem, which in NeuroNames is subdivided into the superior cerebellar peduncle of pons, the decussation of superior cerebellar peduncle and the superior cerebellar peduncle of midbrain (MM).",,,,scp,
:Category:Superior cerebellar peduncle of midbrain,Superior cerebellar peduncle of midbrain,,birnlex_1162,,,Regional part of brain,,"Regional part of superior cerebellar peduncle, located in the midbrain, consisting of a large bundle of fibers largely projecting from the deep cerebellar nuclei to the midbrain and thalamus.  It is continuous with the superior cerebellar peduncle of the pons. (MM).",,,,scpmb,
:Category:Superior cerebellar peduncle of pons,Superior cerebellar peduncle of pons,,birnlex_1726,,,Regional part of brain,,,,,,scpp,
:Category:Superior colliculus,Superior colliculus,,birnlex_1040,,,Regional part of brain,:Category:Mammal,"Part of the midbrain tecturm consisting of paired bodies that sit caudal to the thalamus and surround the pineal gland in the mesencephalon of vertebrate brains. It comprises the rostral aspect of the midbrain, posterior to the periaqueductal gray and adjacent superior the inferior colliculus. The inferior and superior colliculi are known collectively as the corpora quadrigemina (Latin, quadruplet bodies). It consists of several identified cellular layers and also comprises the brachium of the superior colliculus and commissure of supeior colliculus from Wikipedia.org and Neuronames (MM).",,,,SC,
:Category:Superior frontal gyrus,Superior frontal gyrus,,birnlex_1303,,,Regional part of brain,,"Component of the frontal lobe, lateral aspect.  The rostral boundary is the first appearance of the superior frontal sulcus whereas the caudal boundary is the midpoint of the paracentral sulcus on the ""inflated"" surface. The medial and lateral boundaries are  the medial aspect of the frontal lobe and the superior frontal sulcus respectively (Christine Fennema-Notestine).",,,,,
:Category:Superior medullary velum,Superior medullary velum,,birnlex_1300,,,Regional part of brain,,,,,,SMV,
:Category:Superior occipital gyrus,Superior occipital gyrus,,birnlex_758,,,Regional part of brain,,,,,,,
:Category:Superior olivary complex,Superior olivary complex,,birnlex_1307,,,Regional part of brain,,,,,,,
:Category:Superior olive,Superior olive,,birnlex_900,,,Regional part of brain,,"Part of the superior olivary complex of nuclei in the caudal pontine tegmentum, situated within the trapezoid body in humans.  (Brodal, Neurological Anatomy, 3rd edition, 1981, pg 617).  In many species, it comprises a medial superior olivary nucleus and a lateral superior olivary nucleus.",,,,SOl,
:Category:Superior paraolivary nucleus,Superior paraolivary nucleus,,nlx_149264,,,Regional part of brain,:Category:Mammal,,,,,,
:Category:Superior parietal cortex,Superior parietal cortex,"superior portion of parietal gyrus,superior parietal gyrus,superior parietal lobule",birnlex_1450,,,Regional part of brain,,Component of the parietal lobe.  The rostral and caudal boundaries of the superior parietal cortex were the precentral gyrus and lateral occipital cortex respectively. The medial and lateral boundaries were the precuneus and/or cuneus cortex and the infererior parietal cortex respectively (Christine Fennema-Notestine).,,,,,
:Category:Superior rostral gyrus,Superior rostral gyrus,,birnlex_1311,,,Regional part of brain,:Category:Human,,topography,,,,
:Category:Superior salivatory nucleus,Superior salivatory nucleus,,birnlex_1131,,,Nucleus of CNS,:Category:Mammal,"Nucleus containing parasympathetic neurons giving rise to the parasympathetic division of the facial nerve, innervating the salivary glands (Brodal, Neurological Anatomy, 3rd ed., 1981, pg 703).",,:Category:Cranial nerve nucleus,,SuS,
:Category:Superior temporal gyrus,Superior temporal gyrus,Gyrus temporalis superior,birnlex_1648,,,Regional part of brain,:Category:Human,"Component of the temporal lobe, lateral aspect.  The rostral boundary is the rostral extent of the ssuperior temporal sulcus.  The caudal boundary is the cauday portion of the superior temporal gyrus (posterior to becoming continuous with the supramarginal gyrus).  The medial boundary is the lateral fissure (and when present the supramarginal gyrus), and the lateral boundary is the superior temporal suclus (Christine Fennema-Notestine).",,,,STG,
:Category:Superior transverse frontopolar gyrus,Superior transverse frontopolar gyrus,,birnlex_1082,,,Regional part of brain,,,,,,,
:Category:Superior vestibular nucleus,Superior vestibular nucleus,,nlx_144001,,,Regional part of brain,,,,,,,
:Category:Supracallosal gyrus,Supracallosal gyrus,,birnlex_1316,,,Regional part of brain,,,,,,,
:Category:Suprachiasmatic nucleus,Suprachiasmatic nucleus,"suprachiasmatic nucleus of hypothalamus,nucleus suprachiasmaticus",birnlex_1325,,,Regional part of brain,,"* An ovoid densely packed collection of small cells of the anterior hypothalamus lying close to the midline in a shallow impression of the optic chiasm. (MSH) * small group of nerve cell bodies in the supraoptic region of the hypothalamus, just above the optic chiasm; influences rhythmic aspects of hypothalamic functions in many vertebrate species. (CSP)",,,,SCh,
:Category:Suprachiasmatic nucleus dorsomedial part,Suprachiasmatic nucleus dorsomedial part,,birnlex_1390,,,Regional part of brain,,,,,,SCHd,
:Category:Suprachiasmatic nucleus ventrolateral part,Suprachiasmatic nucleus ventrolateral part,,birnlex_1393,,,Regional part of brain,,,,,,SCHv,
:Category:Suprageniculate nucleus,Suprageniculate nucleus,"nucleus suprageniculatus,suprageniculate thalamic nucleus",birnlex_953,,,Regional part of brain,,,,,,SG,
:Category:Supramammillary nucleus,Supramammillary nucleus,Premammillary nuclei,birnlex_1479,,,Regional part of brain,,,,,,SuM,
:Category:Supramarginal gyrus,Supramarginal gyrus,,birnlex_1381,,,Regional part of brain,:Category:Human,Component of the parietal lobe.  The first coronal slice between the superior temporal gyrus and the postcentral gyrus where the supramarginal gyrus appears was the rostral boundary whereas the slice where the supramarginal gyrus becomes continuous with the superior parietal gyrus was the caudal boundary. The medial and lateral boundaries were the lateral banks of the intraparietal sulcus and the medial banks of the lateral fissure and/or the superior temporal gyrus respectively (Christine Fennema-Notestine).,,,,,
:Category:Supraoptic nucleus,Supraoptic nucleus,supraoptic nucleus of hypothalamus,birnlex_1411,,,Regional part of brain,:Category:Mammal,"Well defined nucleus containing large cells in the anterior hypothalamus located above the beginning of the optic tract on both sides of the brain.  At its most anterior end, it is situated above and lateral to the optic chiasm.",,,,SO,
